id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key
636,정부/국회,정부_국회,공정거래위원회,"""사전통지 없었다""…쿠팡 거부에 공정위 현장조사 불발 - 머니투데이",사전통지 없었다 쿠팡 거부에 공정위 현장조사 불발,머니투데이,머니투데이,"Tue, 25 Aug 2026 08:58:13 GMT","""사전통지 없었다""…쿠팡 거부에 공정위 현장조사 불발 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMib0FVX3lxTE9aelllQ3d4aXFKX0lLUGNES2V6LUNZNkNCT0dXREJEbGNDNktZblRvR2lNdjJlUXNyNlBSQVRMU3R4akNhS2JHT2FkQUhrWHZGRUhONjNUV29HamRqOG5KN2dKZjlBSXVjMUtUMjZUQdIBb0FVX3lxTE9aelllQ3d4aXFKX0lLUGNES2V6LUNZNkNCT0dXREJEbGNDNktZblRvR2lNdjJlUXNyNlBSQVRMU3R4akNhS2JHT2FkQUhrWHZGRUhONjNUV29HamRqOG5KN2dKZjlBSXVjMUtUMjZUQQ?oc=5,google_rss_공정거래위원회 when:2d,198.6,48.5,antitrust_platform,antitrust_general,"공정위,쿠팡",,,,,,,general,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:coupang_designation_disclosure,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,198.6,policy_legislation,,global_incident:platform_regulation:coupang:coupang_designation_disclosure:investigation_or_consultation,global_incident:platform_regulation:coupang:coupang_designation_disclosure,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:coupang_designation_disclosure,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,COMP_DOMESTIC_DIRECT_RISK,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:coupang:coupang_designation_disclosure,comp_domestic_direct_risk,
771,정부/국회,정부_국회,공정거래위원회,공정위 '현장 조사' 거부한 쿠팡…법원에 '직권조사 결정' 취소 소송,공정위 현장 조사 거부한 쿠팡 법원에 직권조사 결정 취소 소송,네이트,네이트,"Tue, 25 Aug 2026 10:08:00 GMT",공정위 '현장 조사' 거부한 쿠팡…법원에 '직권조사 결정' 취소 소송 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBGRURaV3NIcTdHYzVYY3hwZ0RuWG4xaThZTmxRM1lTZDlrNXgtdi1CRUowS1Zlb3pKNzY5c01IRXJmU19UMktaNXc5Umt0Q3AxT1BB?oc=5,google_rss_공정거래위원회 조사 when:2d,197.6,70.5,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,"공정위,쿠팡",,,,,,,general,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:coupang_designation_disclosure,decision,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,197.6,"legal_regulatory_enforcement,policy_legislation",government:regulatory_enforcement,global_incident:platform_regulation:coupang:coupang_designation_disclosure:general,global_incident:platform_regulation:coupang:coupang_designation_disclosure,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:coupang_designation_disclosure,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,COMP_DOMESTIC_DIRECT_RISK,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:coupang:coupang_designation_disclosure,comp_domestic_direct_risk,
777,정부/국회,정부_국회,공정거래위원회,"쿠팡, 공정위 현장조사 거부 첫 사례",쿠팡 공정위 현장조사 거부 첫 사례,데일리바이트(DAILY BYTE),데일리바이트(DAILY BYTE),"Tue, 25 Aug 2026 12:50:22 GMT","쿠팡, 공정위 현장조사 거부 첫 사례 데일리바이트(DAILY BYTE)",https://news.google.com/rss/articles/CBMikwFBVV95cUxQU2FFN3VSZFdobEdxR3FXcndCb2kyMDdtemZxZmprWklaTi1DNG9zU3duX2E1dHRqV3NBRHJLLUVGeDNVVWhUQm53bFVrMFBiUTM4Y0FwdWhtVFdjYUJzLS03LS1nQ1l3WjZDejBJUV85VzdSX0cxZ3JxN3hNWGNaOGpPX3lPcDdFb282NzB1OUIyelk?oc=5,google_rss_공정거래위원회 조사 when:2d,197.6,55.5,"ai_infrastructure_security,antitrust_platform",antitrust_general,"공정위,쿠팡",,,,,,,general,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:coupang_designation_disclosure,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,197.6,"policy_legislation,ai_infrastructure_security",government:tech_security_policy,global_incident:platform_regulation:coupang:coupang_designation_disclosure:investigation_or_consultation,global_incident:platform_regulation:coupang:coupang_designation_disclosure,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:coupang_designation_disclosure,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,5,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,GOV_AI_CORE_POLICY,COMP_DOMESTIC_DIRECT_RISK,domestic,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,global_incident:platform_regulation:coupang:coupang_designation_disclosure,comp_domestic_direct_risk,
765,정부/국회,정부_국회,공정거래위원회,쿠팡에 막힌 공정위 현장조사…출범 후 첫 ‘조사 거부’,쿠팡에 막힌 공정위 현장조사 출범 후 첫 조사 거부,헤럴드경제,헤럴드경제,"Tue, 25 Aug 2026 09:35:27 GMT",쿠팡에 막힌 공정위 현장조사…출범 후 첫 ‘조사 거부’ 헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1FZ3lxVGEwZ2lWUGp5bWxvQnhseWZUVUhkSXlFcjlHZ3FHSDhGdGMyeW90cjl4UzNPZVY0S0tuSTNfU3NVSUJTNXBUM0k3enFudHhEelBn?oc=5,google_rss_공정거래위원회 조사 when:2d,197.6,48.5,antitrust_platform,antitrust_general,"공정위,쿠팡",,,,,,,general,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:coupang_designation_disclosure,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,197.6,policy_legislation,,global_incident:platform_regulation:coupang:coupang_designation_disclosure:investigation_or_consultation,global_incident:platform_regulation:coupang:coupang_designation_disclosure,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:coupang_designation_disclosure,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,GOV_APPOINTMENT_GOVERNANCE,COMP_DOMESTIC_DIRECT_RISK,domestic,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,global_incident:platform_regulation:coupang:coupang_designation_disclosure,comp_domestic_direct_risk,
665,정부/국회,정부_국회,공정거래위원회,"쿠팡, 공정위 현장조사 거부⋯""적법 절차 요구""",쿠팡 공정위 현장조사 거부 적법 절차 요구,아이뉴스24,아이뉴스24,"Tue, 25 Aug 2026 08:19:57 GMT","쿠팡, 공정위 현장조사 거부⋯""적법 절차 요구"" 아이뉴스24",https://news.google.com/rss/articles/CBMiS0FVX3lxTE0zWEhsRDdYMXFGdVBSQW9MNC1KcEJTb01UbldjLWUwWVIzb09WMWpZUnRIdV9yMEk5b01TeW1VRWRyb3lfSm9PVXVNQQ?oc=5,google_rss_공정거래위원회 when:2d,197.6,48.5,antitrust_platform,antitrust_general,"공정위,쿠팡",,,,,,,general,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:coupang_designation_disclosure,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,197.6,policy_legislation,,global_incident:platform_regulation:coupang:coupang_designation_disclosure:investigation_or_consultation,global_incident:platform_regulation:coupang:coupang_designation_disclosure,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:coupang_designation_disclosure,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,COMP_DOMESTIC_DIRECT_RISK,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:coupang:coupang_designation_disclosure,comp_domestic_direct_risk,
1816,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"현대카드, '네이버 현대카드 Edition3' 출시…최대 15% 적립",현대카드 네이버 현대카드 edition3 출시 최대 15 적립,전자신문,전자신문,"Wed, 26 Aug 2026 00:52:39 GMT","현대카드, '네이버 현대카드 Edition3' 출시…최대 15% 적립 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTFA5YXlFMFZ3Z2VBTGNOTmlfSjR5cER3clhyM3FTU0Q0bGoyRkVGeXhIbjE4bDN6VXhIVXBRWTVFcTdQc2pBM2RqU1M0NndnUQ?oc=5,google_rss_네이버 when:2d,197.5,6.5,,,네이버,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,197.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:현대카드 네이버 현대카드 edition3 출시 최대 15 적립,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:현대카드 네이버 현대카드 edition3 출시 최대 15 적립,comp_domestic_strategy,
2462,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"트럼프 행정부와의 갈등에도 앤트로픽, 기업용 AI 지출에서 오픈AI 추월",트럼프 행정부와의 갈등에도 앤트로픽 기업용 ai 지출에서 오픈ai 추월,Yellow.com,Yellow.com,"Mon, 24 Aug 2026 15:26:21 GMT","트럼프 행정부와의 갈등에도 앤트로픽, 기업용 AI 지출에서 오픈AI 추월 Yellow.com",https://news.google.com/rss/articles/CBMiiANBVV95cUxPN3NKSUJ6RjIzRy1Ec3c2Mmlfd1hhZlJ0azZoNGxxYXl0M0tBZnZBNndhU0dMSVdXenhtUklzS2Rhamtxb0NLa01zcXJLbFY1SUtTeFpPb2RQbS00cUxqY3dtOEptaHFQUGxQRGQxZzlVTmtMYkQ2bHRfcUQwY0RHZjRPMHRDU2xUeEtkM19wS2MxbVpUWmV2blJCcGFyOHlrbkF5WWNxY01idlFhRzB0aGpkaVRJeEZHNUhPQ1J0ZHpwMDlQV2JGQzRIbnhzTm1fV0NnYWlKMnN1cmtqWmpJeWttbGVZSFFnODVHWHQyc3gwekpaVDRlWTE0OEFxdTdyNUczUmwydE90YmRmQXVUTnpuYTMwR3RRdHlvQ3NUVHZPS0NDckMzQk9GUTdqdUJEazBDYXh1NVROeS05VlIzTXJId3RwVUVFU1p5eTZuOEd1WC1HaC1xTGhkN0IwQ1RLaklQdnBtVVBYY0FqZE1EM0ttbGNpNnZJbUxBRGpDdzRjMExZaXBHeQ?oc=5,google_rss_오픈AI 조사 when:2d,197.0,13.5,ai_infrastructure_security,ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,197.0,ai_infrastructure_security,government:tech_security_policy,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,
246,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"'2026 자율주행모빌리티산업전' 코엑스서 개막, 엔비디아·현대차·카카오모빌리티 참여",2026 자율주행모빌리티산업전 코엑스서 개막 엔비디아 현대차 카카오모빌리티 참여,모터피디,모터피디,"Tue, 25 Aug 2026 10:31:45 GMT","'2026 자율주행모빌리티산업전' 코엑스서 개막, 엔비디아·현대차·카카오모빌리티 참여 모터피디",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1jc1BteXdCWXVkOENsdG9zLUpMcXFsYUhRS2NJbElSTm41NTdCMkwtZ01FVG5BMTRsTFJZMXM4T2c1S1hUOWpvUnB5anhMSTFMUUFvUWxUMlQ2T0psQ254RmdWYXI1dmtQ?oc=5,google_rss_카카오 카카오모빌리티 when:2d,196.8,13.0,,,"카카오,카카오모빌리티",,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,196.8,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:2026 자율주행모빌리티산업전 코엑스서 개막 엔비디아 현대차 카카오모빌리티 참여,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,overseas,,,self_strategic_reference:2026 자율주행모빌리티산업전 코엑스서 개막 엔비디아 현대차 카카오모빌리티 참여,self_strategic_reference,
790,정부/국회,정부_국회,공정거래위원회,"쿠팡, 공정위 현장조사 첫 취소소송...""사전통지 절차 위반""",쿠팡 공정위 현장조사 첫 취소소송 사전통지 절차 위반,supple.kr,supple.kr,"Tue, 25 Aug 2026 09:37:00 GMT","쿠팡, 공정위 현장조사 첫 취소소송...""사전통지 절차 위반"" supple.kr",https://news.google.com/rss/articles/CBMiXEFVX3lxTE03X0k2OXZadHptcWdkMXZKNFJzd2xzaDF0OUVsQkw2Tm5ydmx6RlVBVGJuRHlEU244aGJQVWEtWGNCeUJjbkdsR1dONGRSY0JVNDlCd3lQd1dpWFRr?oc=5,google_rss_공정거래위원회 법안 when:2d,196.6,125.5,antitrust_platform,antitrust_general,"공정위,쿠팡",,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:platform_operator_obligation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,196.6,policy_legislation,government:platform_obligation,global_incident:platform_regulation:coupang:platform_operator_obligation:investigation_or_consultation,global_incident:platform_regulation:coupang:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:platform_operator_obligation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,COMP_DOMESTIC_DIRECT_RISK,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:coupang:platform_operator_obligation,comp_domestic_direct_risk,
631,정부/국회,정부_국회,공정거래위원회,"“7일 전 통지했어야”…쿠팡, 공정위 현장조사 거부하고 소송",7일 전 통지했어야 쿠팡 공정위 현장조사 거부하고 소송,v.daum.net,v.daum.net,"Tue, 25 Aug 2026 13:51:01 GMT","“7일 전 통지했어야”…쿠팡, 공정위 현장조사 거부하고 소송 v.daum.net",https://news.google.com/rss/articles/CBMiRkFVX3lxTE1RQWNHWGVZcGNaS0tLdnpEQVFGZm8zSnp0Vm9PTWxkS1llMThPcmh4QUpTeUY5d095MHM5Y0VOVE16Y2FMMkE?oc=5,google_rss_공정거래위원회 when:2d,196.6,63.5,antitrust_platform,antitrust_general,"공정위,쿠팡",,,,,,,general,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:coupang_designation_disclosure,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,196.6,policy_legislation,,global_incident:platform_regulation:coupang:coupang_designation_disclosure:investigation_or_consultation,global_incident:platform_regulation:coupang:coupang_designation_disclosure,정부_국회,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:platform_regulation:coupang:coupang_designation_disclosure,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,local_low_confidence,OFF_TOPIC,GOV_GENERAL_LOW_RELEVANCE,COMP_DOMESTIC_DIRECT_RISK,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:coupang:coupang_designation_disclosure,self_filler_reference,
767,정부/국회,정부_국회,공정거래위원회,"""7일 전 통지했어야""…쿠팡, 공정위 현장조사 거부하고 소송",7일 전 통지했어야 쿠팡 공정위 현장조사 거부하고 소송,네이트,네이트,"Tue, 25 Aug 2026 13:49:00 GMT","""7일 전 통지했어야""…쿠팡, 공정위 현장조사 거부하고 소송 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE5MTzZDbjladFhEQ0xhMklmVmJobm42V25tOTNEYU5pVHRuNHZ2T1lHbVNXT3U0T0pMVmQ0UlpTd0VhQ1hyckM3S2RBOXBzUl9GeTJz?oc=5,google_rss_공정거래위원회 조사 when:2d,196.6,63.5,antitrust_platform,antitrust_general,"공정위,쿠팡",,,,,,,general,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:coupang_designation_disclosure,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,196.6,policy_legislation,,global_incident:platform_regulation:coupang:coupang_designation_disclosure:investigation_or_consultation,global_incident:platform_regulation:coupang:coupang_designation_disclosure,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:coupang_designation_disclosure,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,COMP_DOMESTIC_DIRECT_RISK,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:coupang:coupang_designation_disclosure,comp_domestic_direct_risk,
