id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason
1906,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI·창작자 위한 임팩트 펀드에 1420억…통합보고서 공개",네이버 ai 창작자 위한 임팩트 펀드에 1420억 통합보고서 공개,서울경제TV,서울경제TV,"Thu, 25 Jun 2026 02:03:17 GMT","네이버, AI·창작자 위한 임팩트 펀드에 1420억…통합보고서 공개 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTE9vN2tXVnAwUmJkQnhnanprY1N5NHJBRjZWdGE0SmxVS004QTlxXzRoay12ZDRNRXE2dVRNWWFnWTU4aWVBUngtM2RWQTVZd2hVNGlGM2JlWlBtQmlGZFJCMkNIZjY?oc=5,google_rss_네이버 when:2d,216.5,20.5,"ai_infrastructure_security,platform_obligation",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+platform_obligation,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,216.5,"ai_infrastructure_security,platform_obligation",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 ai 창작자 위한 임팩트 펀드에 1420억 통합보고서 공개,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 ai 창작자 위한 임팩트 펀드에 1420억 통합보고서 공개,comp_domestic_ai_platform,
2129,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI 시대 성장 전략 공개…2030년까지 1조원 투자",네이버 ai 시대 성장 전략 공개 2030년까지 1조원 투자,한국경제,한국경제,"Thu, 25 Jun 2026 00:50:01 GMT","네이버, AI 시대 성장 전략 공개…2030년까지 1조원 투자 한국경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE53Wk9ZTUNENEt4X1JUYm9ZUEtiTkdpZG56alFuend3YWg1aG5LdUJwVjVHVS15cXpwa1Bhend3ZVNSQzFtLU1kR3d4ZmVkcmc1b0RlcXNBOFRoZ9IBVEFVX3lxTE1YRk9UMEx6MWttWklLTl9sR25uODN5bnNVY2Y4cnlCWWd3TVVzbnJtVDJEX0lINnZhcWg4WThzZkJrY2Z6TE1rZ29lYUZoR0FwRXZwMQ?oc=5,google_rss_네이버 site:hankyung.com when:2d,216.5,20.5,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+policy_legislation,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,216.5,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 ai 시대 성장 전략 공개 2030년까지 1조원 투자,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 ai 시대 성장 전략 공개 2030년까지 1조원 투자,comp_domestic_ai_platform,
2650,경쟁사/해외이슈,경쟁사_해외이슈,구글,"오픈AI, 자체 칩 공개…""엔비디아·구글 칩과 대등한 성능""",오픈ai 자체 칩 공개 엔비디아 구글 칩과 대등한 성능,이데일리,이데일리,"Wed, 24 Jun 2026 21:56:36 GMT","오픈AI, 자체 칩 공개…""엔비디아·구글 칩과 대등한 성능"" 이데일리",https://news.google.com/rss/articles/CBMigAFBVV95cUxPenpCcnY3TDBUWFQ0TWxPOGFMY3hpVk9iekRKd190MGZfUTZVS28yVTQ0b2ZSdG5pcGRTSldRVEliMmhsc1F2bFZFdlNrZ3I3aFdXdzN4RWU2SHV4enBzMGszbUZPeU5hNXhmbTYwN21aOFVSOUhLS2x5b3lYeTMyUg?oc=5,google_rss_구글 when:2d,216.0,16.0,ai_infrastructure_security,ai_infrastructure_security,"구글,오픈AI",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:google:openai_security_access,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,216.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:google:openai_security_access:announcement,global_incident:ai_security_policy:google:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:google:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:google:openai_security_access,comp_overseas_platform_ai,
2647,경쟁사/해외이슈,경쟁사_해외이슈,구글,"와이제이링크, 구글+AMD에 데이터센터 장비납품한다 480만弗 - 머니투데이",와이제이링크 구글+amd에 데이터센터 장비납품한다 480만,머니투데이,머니투데이,"Wed, 24 Jun 2026 23:00:00 GMT","와이제이링크, 구글+AMD에 데이터센터 장비납품한다 480만弗 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1NdVZLbUUweVZlWF9TcVFPdHhKdFdVVi1rcU5qdjkzTkJ5cWw3c19NcmlicUNZUkRsbW9fODFaMUpsejR3a25CZzRYUzhleE5SX3hveExyY243VzduME5qb0RQaUpZN2930gFuQVVfeXFMTjk5MnRvSFE5VmhHYzE4OUdQNGQtX1ktTU1IdlVGaTdtZHBLYThmWVl3UHJDRDE3Y0ZlNUVaSWFEQkhITHF1d3BNcnFHV1ZOM0NsYzIzcW41c0dtd1lQeHRwWDVxcElPMjJDclFBRmc?oc=5,google_rss_구글 when:2d,215.5,16.5,ai_infrastructure_security,ai_infrastructure_security,구글,,,,,,,general,24.0,published_today,general,event:구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,215.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:와이제이링크 구글+amd에 데이터센터 장비납품한다 480만,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:와이제이링크 구글+amd에 데이터센터 장비납품한다 480만,comp_overseas_regulation_data,
2740,경쟁사/해외이슈,경쟁사_해외이슈,구글,"구글 핵심 AI 연구원 2명, 앤트로픽으로 이직",구글 핵심 ai 연구원 2명 앤트로픽으로 이직,연합뉴스,연합뉴스,"Thu, 25 Jun 2026 01:24:34 GMT","구글 핵심 AI 연구원 2명, 앤트로픽으로 이직 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1tbE54Ui1ibXRpSVZoeE9NZG1tOEJNSUFZcnhkQml3VVdrR1Rwd0NzMEFfNnBLMlRJTS1fbUk5UldoaTktUnd6UkRBZUN5cjhMMEtySUFqNFliVVHSAWBBVV95cUxNWkdsTkNtY1lHVWZ6QjJYVVlFeUMwdHRwblJBVGlFTXg3RFRLd2YyWnJ5d09ncTRtUHJBTEtTc19nNEppU21EalBGa3kwaDJ0ZUo3NThpQ2NBd3hlZzVoWlI?oc=5,google_rss_구글 site:yna.co.kr when:2d,215.5,13.5,ai_infrastructure_security,ai_infrastructure_security,"구글,앤트로픽",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:google:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,215.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:google:anthropic_glasswing_security:general,global_incident:ai_security_policy:google:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:google:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:google:anthropic_glasswing_security,comp_overseas_regulation_data,
2131,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI 시대 성장 전략 공개…2030년까지 1조원 투자",네이버 ai 시대 성장 전략 공개 2030년까지 1조원 투자,매일경제 마켓,매일경제 마켓,"Thu, 25 Jun 2026 00:41:23 GMT","네이버, AI 시대 성장 전략 공개…2030년까지 1조원 투자 매일경제 마켓",https://news.google.com/rss/articles/CBMiUkFVX3lxTE9DUXdEZHN5bzMxeDhLaUxqakFabzFnaW90MTJhSGx0Y3ROeENJalhwMFFsSnItTXlrUHVobzZoeURWTXJlN1NQY2ljR0RkYnFjVEE?oc=5,google_rss_네이버 site:mk.co.kr when:2d,214.5,20.5,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+policy_legislation,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,214.5,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 ai 시대 성장 전략 공개 2030년까지 1조원 투자,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 ai 시대 성장 전략 공개 2030년까지 1조원 투자,comp_domestic_ai_platform,
2633,경쟁사/해외이슈,경쟁사_해외이슈,구글,구글 AI 핵심 인력 이탈 가속화… '제미나이' 주역 2명 앤트로픽행 예고,구글 ai 핵심 인력 이탈 가속화 제미나이 주역 2명 앤트로픽행 예고,AI타임스,AI타임스,"Wed, 24 Jun 2026 23:35:38 GMT",구글 AI 핵심 인력 이탈 가속화… '제미나이' 주역 2명 앤트로픽행 예고 AI타임스,https://news.google.com/rss/articles/CBMiakFVX3lxTE40MU4td0J3YzFjNG0ySG5IcXdJcWgxVjhGQjNaZm5ZcGdER3RIRTk3M0ZGV3VrWHJ2N1U0Q1cyaGlkWmswaFdybV91cFlGN3Nja0xnSmUySUt1aXk4RThyVzFCQzhGZ0NOZ1E?oc=5,google_rss_구글 when:2d,214.5,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,"구글,앤트로픽",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:google:anthropic_glasswing_security,review_scheduled,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,214.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:google:anthropic_glasswing_security:general,global_incident:ai_security_policy:google:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:google:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:google:anthropic_glasswing_security,comp_overseas_platform_ai,
2646,경쟁사/해외이슈,경쟁사_해외이슈,구글,"오픈AI, 자체 칩 '할라페뇨' 공개…""엔비디아·구글 칩과 대등한 성능""",오픈ai 자체 칩 할라페뇨 공개 엔비디아 구글 칩과 대등한 성능,파이낸셜뉴스,파이낸셜뉴스,"Thu, 25 Jun 2026 01:27:44 GMT","오픈AI, 자체 칩 '할라페뇨' 공개…""엔비디아·구글 칩과 대등한 성능"" 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTE1aaktNZ3VBellFcmtGV3lWRW05czA3eWVIXzVsTEFEOUJuMFZSVWNBMTdqZVJDSERWc3N0MWIzd1p3dzBaODRYN3VxbGlKRm9Senl3N3RaYmtqdw?oc=5,google_rss_구글 when:2d,214.0,16.0,ai_infrastructure_security,ai_infrastructure_security,"구글,오픈AI",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:google:openai_security_access,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,214.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:google:openai_security_access:announcement,global_incident:ai_security_policy:google:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:google:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:google:openai_security_access,comp_overseas_regulation_data,
3352,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,"미 법률기업, '트럼프 행정부의 앤트로픽 AI 수출금지'에 소송",미 법률기업 트럼프 행정부의 앤트로픽 ai 수출금지 에 소송,SBS 뉴스,SBS 뉴스,"Wed, 24 Jun 2026 01:16:00 GMT","미 법률기업, '트럼프 행정부의 앤트로픽 AI 수출금지'에 소송 SBS 뉴스",https://news.google.com/rss/articles/CBMiakFVX3lxTE1jQ2tCODY5MWl2aUN6WGVubm83ajBUdEVyTFhza2VKNHoxZHhtMFp4TXBNdnU2TnBZZXI5QjFpUUFBS1B6QkpmMDN5UnhHdUM3Z2Z1WTg3SVZ5ejVVa2V0al9sSVdSR2lKUUE?oc=5,google_rss_트럼프 행정부 when:2d,213.5,26.0,ai_infrastructure_security,ai_infrastructure_security,앤트로픽,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:sector:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,213.5,ai_infrastructure_security,government:tech_security_policy,global_incident:ai_security_policy:sector:anthropic_glasswing_security:general,global_incident:ai_security_policy:sector:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:sector:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:sector:anthropic_glasswing_security,comp_overseas_regulation_data,
3002,경쟁사/해외이슈,경쟁사_해외이슈,메타,"메타, 인도 첫 100% 재생에너지 AI 데이터센터 짓는다",메타 인도 첫 100 재생에너지 ai 데이터센터 짓는다,지디넷코리아,지디넷코리아,"Wed, 24 Jun 2026 02:07:49 GMT","메타, 인도 첫 100% 재생에너지 AI 데이터센터 짓는다 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE9BTU1QWENNTkw3UVBjOEZrbnVuVEY3dzI0N2RzQVcyX2hEYTQ2eWhOcDVZeThYa3lrdmttUjVzVk9DM3BjQm9UZWd1SXhTbFBNOXZ5MVhn?oc=5,google_rss_메타 when:2d,213.5,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,메타,,,,,,,general,14.0,published_yesterday,business_change,event:메타:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,213.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,
1926,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 D2SF, 에이전틱 커머스 스타트업 '사줘' 신규 투자",네이버 d2sf 에이전틱 커머스 스타트업 사줘 신규 투자,전자신문,전자신문,"Thu, 25 Jun 2026 01:39:16 GMT","네이버 D2SF, 에이전틱 커머스 스타트업 '사줘' 신규 투자 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE9mZ1ZsbzBCZkVKN3RDRnZLV1RPa2NjalJyWFB3RjN0S3dCNkRjem5CdFR1YlRVY2NLeE4ycURWY2dqVWU0Yk1lWF9aTVRpQQ?oc=5,google_rss_네이버 when:2d,213.5,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,general,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,213.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:네이버 d2sf 에이전틱 커머스 스타트업 사줘 신규 투자,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:네이버 d2sf 에이전틱 커머스 스타트업 사줘 신규 투자,comp_domestic_finance_commerce,
2276,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 클라우드 다시 품나…AI 시대 사업구조 전략도 바뀐다",kt 클라우드 다시 품나 ai 시대 사업구조 전략도 바뀐다,뉴스1,뉴스1,"Thu, 25 Jun 2026 01:24:52 GMT","KT, 클라우드 다시 품나…AI 시대 사업구조 전략도 바뀐다 뉴스1",https://news.google.com/rss/articles/CBMiYEFVX3lxTE81anEwdEF6eTdWR2tGTFlieWI5WFp2UDlXMjNmLURPSEFZMUtEZm4tdGhSNGFmSjlwd3U3UlNOM0ctNlZvamdoN2JoQXBWRzd6S25YSGV0R1FtdmFWVFdXNA?oc=5,google_rss_KT when:2d,213.0,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security+policy_legislation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,213.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,
2950,경쟁사/해외이슈,경쟁사_해외이슈,메타,"퀄컴·메타, 데이터센터 CPU 분야서 협력 체제 구축",퀄컴 메타 데이터센터 cpu 분야서 협력 체제 구축,지디넷코리아,지디넷코리아,"Wed, 24 Jun 2026 23:25:12 GMT","퀄컴·메타, 데이터센터 CPU 분야서 협력 체제 구축 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE9EcGhaWWJhQmkxNWhsYU02dEQyOGNpazZvS2FsMWZ6WlB3ZjZtZ2NRZVdTcU1yZEw4ZkFUcnlGYW0xcHU2WmppWWpfbG9MbENjUmMyTndR?oc=5,google_rss_메타 when:2d,213.0,14.0,ai_infrastructure_security,ai_infrastructure_security,메타,,,,,,,general,24.0,published_today,general,event:메타:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,213.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:퀄컴 메타 데이터센터 cpu 분야서 협력 체제 구축,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:퀄컴 메타 데이터센터 cpu 분야서 협력 체제 구축,comp_overseas_regulation_data,
