검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,제외단계,후보대표점수,원문날짜,날짜검증결과,v20_issue_id,v20_issue_group,매칭대표점수
카카오,"[주식민원처리반 3부] '고영, 카카오' 월요일에 선택할 이 종목은?",https://news.google.com/rss/articles/CBMiU0FVX3lxTE01VmtPNThNSGhLcHB4M3kxV0pmWEpOaDg5NGxHbUtXb0hJSjB0Ml9EYUE5NDBtcWQ5Nko2amVCOF9BWDFYSGdRVzlEWklkTUFlRzlB?oc=5,네이트,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,카카오톡 맞고 전문가들이 알려주는 핵심 노하우 - 성공을 위한 필수 요소,https://news.google.com/rss/articles/CBMigwFBVV95cUxQeTBCMlRfdlhWYWVBMFhwWW9YdTd0YkU1a1QyWmFuTm5FbWJvbnBETmN5dHBNdTBSWjdvb1JJa2ZUMllSZU5Vb2ZWNzZDVEtoSHRHaHlib2JwTHJKUzhIcGVqUTA2Z2tnMDZRZEYwU0ZMbkJJN2dKaWpOdlJRMWNqZWJQbw?oc=5,kmrk.ru,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오페이퀴즈타임 포인트 추가 적립 팁: 앱테크 효율,https://news.google.com/rss/articles/CBMiVEFVX3lxTFA5ZF9JVHRVZVFEQk1QZXFCN2ZhdlU5TnAxMWFvTnRwdVhiZlZkbmUzRTg4TEc5ZE54QjhTU3lROFlOWXd1OVJCN0lCU3hpN0pYVl9ybg?oc=5,브런치,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,포커 온라인 을 다음 레벨로 끌어올리는 방법: 전문가의 조언,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNZy1NT0lWdGlLbE02dTFqaGthSENlb3VyQUotWU9wdmRwNDFGby1PSEI3VHBDQ2hjSVUxY3I5c1B4M2tCQ2lfZnJsYUxrNG9BemVvQmtveW1KVXk5cjNSSXVpTktKc1FDN0dDTGd4SFdsblQwVHdfMExUT0Qtc0gtZDJpLTVWX2RJVmlj?oc=5,kmrk.ru,COLLECTION_FILTER,,,collection_relevance:brand_keyword_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,"네이버·SKT, 엔비디아와 AI 협력…카카오 첫 파업[뉴스잇(IT)쥬]",https://news.google.com/rss/articles/CBMiYEFVX3lxTE9yU3dHd29SeDQwOVlGMUR1M2w0dzdPaDVvcG8yWDcwUkRjdWd1NUozVkx6R1FQT1kxYjdzY3RWNlAxemJqQTBJV0FwRjFLUEowVjNmMjR1QW02N3ZwVTZabw?oc=5,뉴스1,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,창사 이후 첫 파업한 카카오.. 29일 ‘로그오프 데이’ 예고,https://news.google.com/rss/articles/CBMiVEFVX3lxTE9scnhIYVQxYUtXSTRVU2U5TGxxQmtGNEhMMXVDcEtPNkFwVFFBZGJLRFpKTTZabnlLd29OOWVZWjAyLXg5Yk9xQ2haTmRlVVVFWGNvNQ?oc=5,outstanding.kr,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오 노조, 창사 첫 파업 나서… 판교 집회에 IT 노조 집결",https://news.google.com/rss/articles/CBMi6gJBVV95cUxQSTJjQXB4a0Z6ckdicWIwaFBFSzI1N3o4YW1EWTlQVkN2bW5HeUthS1dTUTVRd2hIMjJOSGdERWFWR0p3ZkhLTWtHODE1N0EyOUxzWjZyRzlJTnEwQzc1SlpxR3BtTzFNRGpyZUtqSnA3MGEwN1hvTmZvSzJlcXpnc25WaU0tSFdKdkVadWU0S2RIVlN2bnNJNjJyYzVOR2lpUVFVakZGUFZrUXZMZWZ0NGJCVHlDMmJVR2xZVHZZd1Y3emQxeEQxUVlTU3NpZXZqZmFUS1ZsYUhxOVVqS2Z5UFZvakIwdm5MaUdTeGlBMDRUVG1TRlRHNm5SLXBueDNLWmpuRkZoVmhlRVRpMUNmUGcyX19iU0YwUS1vTXRMVnRuLUNoQzZuZWd3OWlyNUszYmRUbzRkUVNmZ19jQlUxeUNTbU5PekZPYS1BVlpWdTNPOUpDbGtSOXVfWEVVaEpad1ZLY2QxWjIyZw?oc=5,MSN,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,토토캔 의 미래: 새로운 트렌드와 발전 방향 - 성공을 위한 필수 요소,https://news.google.com/rss/articles/CBMiXEFVX3lxTFBPS1dnQ0Y4S1NHd0xTU2Qybk4weHhDSzY1cDNjUk5ueVVBSmVvbjZkd0dqWEJRc3NxdWJwSHcyN0dYQVYydl9sS0RxREZoc0xyN2VpZ3ZuNHB1eHZS?oc=5,kmrk.ru,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,하청 노조도 N% 성과급 요구 '시작'…'하투' 넘어 '추투' 우려,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1Cdm1GZlU3dENrRmpNRW5OVlExRXRzMzN6Q29TOXJLckFKVVFhV3hEMURRZWtMV1Zwa2VVMTROd1FWY2RNOTdJYXZNeGlHck84T01ETVR4dWZNZ9IBXkFVX3lxTFBqU1dPV3Jud044OHB0MUdIOHBIaFdxSndtSFFWRDBnNjVzWm1jMGdiel9rUnoxWkZCdXV4WHVmRUhHWGhLeFNldEJrYy1FcDBqLVlqWFZoQVZsd05Ia1E?oc=5,파이낸셜뉴스,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,[기획] '삼겹살 회동'이 드러낸 AI 협력 지형…카카오는 왜 빠졌나,https://news.google.com/rss/articles/CBMiZEFVX3lxTE94YzM2LVE2eVdBTC1PWm5JdGFiSktPbE85eGR6dnk3V2x6R0ZHWEFQOE84RDF1NW1aZ1JuZHF6Y0NPdGIwOFFJbTN4NHpKOTJtR3BZaFhKZm5aSnFUQS13Vm81bGo?oc=5,서울경제TV,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,‘영업이익 n% 성과급’ 막으려는 정부···뜻밖의 행동주의 주주 시대 열리나,https://news.google.com/rss/articles/CBMickFVX3lxTE1QbWJwcWZ0bkhfNWR1SmlJRFFpWnpEczdINUdtWnBZdkFvS3ZROThHUFpDeWQ5VTBMU1VyUnoyM2lPdlotbE8tM2QwUmN3RXEzd3FNZTJaSVNjU2Y2Z0NiYWlaMXlhaUJhd1AzbGU5X2JMZ9IBdkFVX3lxTE9KWUNPV1d6RURKSDNwZzVSMEJycHdoSmMxaGVWWThTN2ZXQU4zd3FwcW50cGZSMjFYcWh4cUxjNVR4dG1zcnNXYVRaQnNuc0hkdW52Y2tWcTE1YmpFcGVNdEdjNUpNbmZqQ2prVUlzM011UlhwM1E?oc=5,시사저널e,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,KRVIP 앱 다운로드 의 최고 선택: 2026년 톱 10 비교 분석 (2026년 최신판),https://news.google.com/rss/articles/CBMiX0FVX3lxTE16SFVBbUVfS2VvT21jUFVpM2lCQTFLZDhDWVpDOTdRT2R1cF9DZGg3MDgtcjkyTTZiM0VyVlc2azZPM0tlVC1GNUxhb3J2a3czN1U5UDlqS1RRUmo3RjhF?oc=5,kmrk.ru,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,“우리도 성과급 늘려 달라”…유통업계까지 번진 노사 갈등,https://news.google.com/rss/articles/CBMiS0FVX3lxTE5GTXhDdjJ3ZXBJUzc3SmVEWFE0bkNyS1hzUHZIaGVNZVJUSEZhQ01jVV9GVndFeFhGLTFoUVI3YzUtMWhOa0tRUkxXVQ?oc=5,v.daum.net,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,스팀 보드게임 - 업계 전문가들의 조언,https://news.google.com/rss/articles/CBMibkFVX3lxTE1IWlIxSjVISTFUamhKNDJnRlFqLUJQd1Z2S1QyZWc3Uy0wOVE5TDhCc19aTnFMeHlNeDQ5WFVkSHg4QXpPM0dqbUVSSFUzdkQwMDZqcXNrSXZ1SVd3MjI4dm1BVWVMM1l2akd4LVh3?oc=5,kmrk.ru,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,사진으로 보는 일주일 [뉴시스Pic],https://news.google.com/rss/articles/CBMiWkFVX3lxTE5JSDFnc29ETm5CaHZzaWJfWFVMRGprb2VrR2pjdDlmSElLbDY3Q2YtTVVzN0I4b29wSVRkWUtNWjA1WWRmVExDWVZnTTNjb3hUVjd0eWZfT0JZUdIBXkFVX3lxTE51UVlOdjdqX1BvQ3BsOVlhYmlsNWZrR3dGRjV6OWZVekY3SHctU2JiUFg0VG1ra21VeFpvdTQzOHZiNlRsS2lVS2czX0ZiU1RBM2JCenlLLWVBSWRJZ0E?oc=5,파이낸셜뉴스,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,"“소맥 4잔 원샷, 둘이 노래방 가자는데” 숨진 소방관 카톡 내용 보니",https://news.google.com/rss/articles/CBMiUkFVX3lxTE54VDdQZUVObl9fcFl5djJILXpkTTBuSWJVWWlHNk1rd2JlbkthNHg5MXA3MUVfM3kxRlprTjZ4VG53QUk3VHNNTFBfcDBhRjdaM2fSAVNBVV95cUxOcjBXczhUOHNWQmlFei1zb0RMNEo1UGpMeG9WX3ZpVVdhbjBTTW5oTFpBRFBLc0VGd3RpdUxCTjhqSVRfM3JsZGdkeDRyVXVIVFNLVQ?oc=5,서울경제,COLLECTION_FILTER,,,collection_relevance:collection_relevance:private_kakaotalk_or_entertainment_noise,,,,,,,,,,,,,
카카오,"JTBC, 206억원 규모 채무불이행…신용등급 하향",https://news.google.com/rss/articles/CBMib0FVX3lxTE1WbU1hdHBTR0RmLW81RUpkZGE1OE41dFVDaWpJU0JaNFFTejBlRkZuU2htaWlaRHBDVVVlazc5aUp6cFl1aUV2NlFEcURaOFJmSUJRbnB5bVU4WEJMbTc0MFI2eG1PNUVxNVhQaGE4MA?oc=5,네이트,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,"전기안전공사, 내부통제 혁신 이끌 '레드팀' 출범",https://news.google.com/rss/articles/CBMiyAJBVV95cUxNODRpbkl1blRGcHNaQVNiS3Z0bFNQNktWMjVFS3hTTnc3WjVZbElGNlZjaUtGQVpKTW1wZDhnOF9JR3I2S0NzRXg2LVBxR09xaVBHb2NramdiN0s5Y1B6RTlKTmNkbW9mQkxWY0JkYmJCMEhvekE4MmNXTjA3c0o5SG9NeDZHTEdCYVI0NFJPVTRuS3RrUUx3Y3ItS082N3VrV0VDbS0zd2NscU1mWnV0OVo0eldQWVkzSmx2S3pJS0x3X3o2WE03UlhabHFCSlY1RzRUdHlkUS1OTUJCcGNPdi04TTEzaVFmcUVBbHVTMlExd09EODRyR19fNGlUMUdvTDFEbGhUOWFCR0ZpWGlxWXpHa3loVmZzOEFvYTZKaWxDVEZYSE1LbExISGx0NWFFRXdIY3VjMkhRdFhkNGFmX1Jaa3JSYzJy?oc=5,MSN,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,"네이버·SKT, 엔비디아와 AI 협력…카카오 첫 파업[뉴스잇(IT)쥬]",https://news.google.com/rss/articles/CBMiYEFVX3lxTE9yU3dHd29SeDQwOVlGMUR1M2w0dzdPaDVvcG8yWDcwUkRjdWd1NUozVkx6R1FQT1kxYjdzY3RWNlAxemJqQTBJV0FwRjFLUEowVjNmMjR1QW02N3ZwVTZabw?oc=5,뉴스1,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,창사 이후 첫 파업한 카카오.. 29일 ‘로그오프 데이’ 예고,https://news.google.com/rss/articles/CBMiVEFVX3lxTE9scnhIYVQxYUtXSTRVU2U5TGxxQmtGNEhMMXVDcEtPNkFwVFFBZGJLRFpKTTZabnlLd29OOWVZWjAyLXg5Yk9xQ2haTmRlVVVFWGNvNQ?oc=5,outstanding.kr,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,토토캔 의 미래: 새로운 트렌드와 발전 방향 - 성공을 위한 필수 요소,https://news.google.com/rss/articles/CBMiXEFVX3lxTFBPS1dnQ0Y4S1NHd0xTU2Qybk4weHhDSzY1cDNjUk5ueVVBSmVvbjZkd0dqWEJRc3NxdWJwSHcyN0dYQVYydl9sS0RxREZoc0xyN2VpZ3ZuNHB1eHZS?oc=5,kmrk.ru,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,[기획] '삼겹살 회동'이 드러낸 AI 협력 지형…카카오는 왜 빠졌나,https://news.google.com/rss/articles/CBMiZEFVX3lxTE94YzM2LVE2eVdBTC1PWm5JdGFiSktPbE85eGR6dnk3V2x6R0ZHWEFQOE84RDF1NW1aZ1JuZHF6Y0NPdGIwOFFJbTN4NHpKOTJtR3BZaFhKZm5aSnFUQS13Vm81bGo?oc=5,서울경제TV,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,하청 노조도 N% 성과급 요구 '시작'…'하투' 넘어 '추투' 우려,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1Cdm1GZlU3dENrRmpNRW5OVlExRXRzMzN6Q29TOXJLckFKVVFhV3hEMURRZWtMV1Zwa2VVMTROd1FWY2RNOTdJYXZNeGlHck84T01ETVR4dWZNZ9IBXkFVX3lxTFBqU1dPV3Jud044OHB0MUdIOHBIaFdxSndtSFFWRDBnNjVzWm1jMGdiel9rUnoxWkZCdXV4WHVmRUhHWGhLeFNldEJrYy1FcDBqLVlqWFZoQVZsd05Ia1E?oc=5,파이낸셜뉴스,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,대형 게임사 엔씨의 인력 감소에 항의하는 노동자들,https://news.google.com/rss/articles/CBMiREFVX3lxTE5JZjNNcnc0WWJJWG9GQW9wZC1pdG8wY3g5XzdjOGR1NjFnSnZpOFJhdVZDSWdfYjBReEpWUDRfNjZtM1N4?oc=5,노동자 연대,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,카카오 창사 후 첫 파업…29일 추가 파업 예고,https://news.google.com/rss/articles/CBMiqwJBVV95cUxQSDhYRjdrZDU3LW8wWTEwWDkzUUQ3dEktZ1ZOc3ZiMjc2TjZxdldtcEhpQWx1Um5OMmNvTE81NEZvSUM5cko0ZS1qSUp1YjRYWUNmbTBIQml3ZnhONmdxcGc3cElFWTQtVjJQSU5hdU02dmpCcVBqMUNvNkp5NGE4Smg1WEJmTk1SSzhqUVdMZkRzR0RPbW54aXg1SFRpQmNWMWZsaU9NWTV1aGtUbnJfQzg4aEMyVXlncmNNWXh5SjNJaU5sZExESmU3RnQ0MGxWSVJiRzJOb2NuZ00wWUhkSjNRbUliRGZfVFNibmFfQ2Y3UGw3MmwybTJBNjBWQUJRaWstUUJYSV9MUnZSMTBTOFBoUVhoRWdqc0xwTHFIdW1MNndZTFVIdnFBWQ?oc=5,MSN,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"""엔비디아가 안 산다는데요?""…삼성 발칵 뒤집은 소문의 실체 [인더스토리]",https://news.google.com/rss/articles/CBMiVEFVX3lxTFBSRjJ6TVRNbGU5V0d6end3ZkFHQmNyclZmUEU2eThNOENiLTN2V0JGdkUzdS1IVXBLdkVPUDZvYWI0WVhTNGR5SVVXV1BybVJieTBVN9IBVEFVX3lxTFBSRjJ6TVRNbGU5V0d6end3ZkFHQmNyclZmUEU2eThNOENiLTN2V0JGdkUzdS1IVXBLdkVPUDZvYWI0WVhTNGR5SVVXV1BybVJieTBVNw?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,"카톡 정상 운영, 노사 불신 증폭… 카카오 첫 파업이 드러낸 약한 노조, 답 없는 경영",https://news.google.com/rss/articles/CBMi5ANBVV95cUxPUUNHZ05FZExZakY0RXRXRHlTRkl3a3FXTHpiS0NHVnFmMlNGeVkySVkwSTVNQ0x4Ui1ZcWdIZW5vUmlvU3M2OE9pNWN0cUJzNXp1anlOU2tTOUxFWHMxMkNra2xSTUR0RmoyVHRSLXBDUXhLbF9yWGVITE54LUplUHpqMWkwcEViZE1feDhRNU9BV1VuYXFyNlhHd3h1X25pTXV5MFdsZm5Bc2xMUUF2aDBORHFDM0gzc0RFSHhRR3k3bGY3VGhGV09JdWtzM1pqc2dNOHRXZVpuLXdHb3c0U1JqeFJnOS13cWRqZ1JfU1NlclNYVlJQN0hnM3JmZWZpdzk0UHpYZXF5eVAzeXJaN2xzVnFkS3E2MkpTc1FlWFdaVGd5T0JsM2pZTzV1cWNWUnFEYjMzYm5sSzFSbXNlNDFnUm1xTUZDY1ZPVmxzeFUyWUR0bzNPZm1nZUIxTkZJZk1VWVQ2TnpKaDlLZU9FYTNkTzM2WGVMa0h0VXUwbG9JN3BNSGJtYURnQ2x6RFdGaGNQQ05GVTZnd2xSRDVET0thLVlJZVUxblFyVEZYOWU2dHF0dFI4QldhMGRfcDFHNlNIQTJ3THFuaTg5MHEzSHA5anZoX1ZhMHdGNXFFdGRyMUdn?oc=5,MSN,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,KRVIP 앱 다운로드 의 최고 선택: 2026년 톱 10 비교 분석 (2026년 최신판),https://news.google.com/rss/articles/CBMiX0FVX3lxTE16SFVBbUVfS2VvT21jUFVpM2lCQTFLZDhDWVpDOTdRT2R1cF9DZGg3MDgtcjkyTTZiM0VyVlc2azZPM0tlVC1GNUxhb3J2a3czN1U5UDlqS1RRUmo3RjhF?oc=5,kmrk.ru,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,"'첫 파업' 카카오 노조, 오는 29일 추가 파업 예고",https://news.google.com/rss/articles/CBMitwJBVV95cUxNUGFmOEhhTDd0c2R0OWlRTGw3bHd5R25lY1lBWEdhWjQyekVLbUZZdWUyaTFSUnBCcjUxU3gzQzZqWjVfZFU0TDZRSHBrcEhDaUVZU2pKUWZqaVhQUzFpU25yQWQ4QldmLTFXSXhRVFNCVUxYcE9PYmY4MEJPR25ybW1ubWZua01lcGJKRXp3UmtvRGxKZkFtTGVQUloxU1pLbHhuamxveDJqQXQ1OFJNNVNpNEVsWlppYzlDZlBjZm9jdTZLNk1BeDhnZTVFdU5OTEs2SEJKaUFVMFZScDBLV3JTZ0c4WTVldkR5aktrZ290QnN3VHhOSmJtUjJnN3R2WVVvNWt4clFLd2JVRVdNZU9ZdS14OVdQMzFZcktIYmN0MGt5SGxjWmNYQ0JxVmxwWFpoWDhvZw?oc=5,MSN,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오 부분파업 곧 마무리... 29일 또 파업,https://news.google.com/rss/articles/CBMinAJBVV95cUxNazM1Z21vUHRDVEZWVEJKT3FnaC1MeG90MkdQakR6N2lLdURBS0RERWtUTFJYc3hLNm1TNl8yN19TLS0wam03Q0ZhRlNHUjROdzdrLWRXeFpNQm1vMS1rTE5RQmNncjQ5aEVEdFdDV29JamV0Q0tWZm9KaFcyYm1qZUVaalV1YmxkS0t1Vk1KMHI2U2ZwSHlUYjF2SFlYOElzSEQ4blZhUWdoS08yWW9kSVdpVWhpZVdscGZHX3dFYm00UTJWXzUxb1cyTm1mUzFxa3VNQWQtMGFqYk1SVHBTajZCQjdvVmR6SjI5dG9JZG1zRTFpSUhwOE8tU1lIVS04WmIxRGszSnJneUJpdzhBeF9SbzloM2tDLTM4Vg?oc=5,MSN,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,홀덤사이트 에서 마주치는 도전과 극복 방법 - 실전 사례 분석,https://news.google.com/rss/articles/CBMikwFBVV95cUxQdFZmRUw1dkZ0VFlQaDJRWlZGV2xKQ2ktZnNBVXB5NG9CbFlMcnJ6eFgzZFBwamU1UDRxcDY3VURPYW9DTTc1WldsQ2hESXM0QUg2a3p0UjhiR2thelc2SkF0a3VNNFZXU2JwUXgteXBQTlJ1X09oaFB4X2tZX1JnVHNDUjFlRnFNYngyLTBiNDRNbmc?oc=5,kmrk.ru,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,"국힘, 삼전 노사합의에 ""노봉법 개정해 파업 도미노 막아야""",https://news.google.com/rss/articles/CBMi_gJBVV95cUxOWDJDZEJVRnFmdW9WOEdhWW5ocW0wMWJVcG1aZjFZajMxUl9ZWE5sOUYyR0d3VnVxSDdhQ0llcmNLYnZwa3llc3NKODlaMlk4UFVEdVRQd3dFVVo2dDlUdDQ1Z1NyaEs2UEhXTDB2blFjWDVpSlNuOEU3bURkdVA1WlN2TnlJeXpqOFVjblFoVnFJM2xXYWhUZEwxU09tcnJQcTVfSXVOSHRyaG1ER2huNTA2RXoxRGthRnpiTkswblBLSVMxb1M0a1ltZVpsTU9ubDdLaGVrTFhCbW5hV1AtbzhsVzc1cTBtQUVsSG8zWXUzNnhwQ3Q1a0RnMlcxWnkzYTBXMFBrblRiT3JJT19tTnFQa1pVRFJ3VFRvdkR6ekp1Sm5WNGdFWUFzMk1UcEZaTFU2a2huVmV3ekRXTXFwUXNQLU90WGlJaG4yY2FLcHpWU0lpYVRMdnNtSmNCQ1ktb1FKMTc0UTFTdUxCbjh6UEpnZlhRSjMxcXFCUm9n?oc=5,MSN,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,‘성장 엔진’ 꺼진 카카오…샘 올트먼이 구원투수 될까,https://news.google.com/rss/articles/CBMi1wJBVV95cUxPOHhUZWJzWUFqbHF4a012bllGbXE4eThmVDN0cFR4U3RJbWpnR3ZtLU5pYk5VSnIwb0FzSlVyaFlERDkwM1VHSkloUVNaNjUxTmtzc0h5S0h3LVdQTjM5UnNuLWcxa0JsSVF4MHgzMVBfQ3g3SFBfTGVxVERVYzB1bmxRVXh3YUxmaU9mN2pTVnhiekFoYnhIWkVxMlZqYUhwcmxiNVdBOElwUDF5bHhtTlc2emoxak45RUN4VGJGcDBBNmRhRDFVSkE3dHY4eVBuMjRURHp0OWZUYzgzcUV5MXE4NDR2TVVmbzJlUDQ1OEVtSEU1RkVoTTlPWGxtdXR2bVBGQlJINHltbEJIclh2VFRtZmY0dzY0RE5mTF92Q2FHVGo1dWNPYkpCa2hRbm95ZEVyQ3BmRHNTSmp0VEw4X2p1T1BVZHZYM21qQ2IxRUoyR1FaYVkw?oc=5,MSN,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오 창사 첫 부분 파업 돌입…“카톡 멈추는 거 아냐?” 서비스 영향은,https://news.google.com/rss/articles/CBMipANBVV95cUxNSlR5bXVlNVUxM01WOGo5SXhmU0ZLMlZHODdlX2l1cm9ZMHNVUm5yU2NsNm5ybmUxdnBuT2xYT25VVWdEb19DZkxLR2t5Sng1dVFsSmdZSVB4RktPd1hudGhoWjk0ZXRpY0pTUWRsQUt3XzJEd2dLTjB3Nm90aWtLOFMxYjdGNXptUnFpdUFHZ1J4NnZJRmJxcjk0Y2FpaUxjVmtJZkNTNm1tUDNCcEZjQWFMaUxkc3dPUENYT08wVER5SkJxMmxVS1ZsWnVBOGFQUFdhckNRSENiS1JzY2c0djZIaXlscUVLR21XY21GSVA3QmZ6OXBYR3BzRWo4R08wN3RBSGVNQkxkUXRLcUZ5X0tqbWFOUkliZDl0LVVZZF9RV1RVNC1yR2p5Z1FoU3h0RDFFcHltenFnME9qd3EtZHpMdmdMTktadXdrV3pmMzlIRmlYMHM3aWRHNXNnWjZHTnZlSktsSTRSaUlWU3VEV2dYZXdla1FuV2hpUDdKMjM3blpQc0dFVGY5YWJsRmNsUW9PbmhHQ1lTZV9QZGdvcWYwd3I?oc=5,MSN,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,하청 노조도 N% 성과급 요구 '시작'…'하투' 넘어 '추투' 우려,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1PT1BqeGZEV1RzOVBSQkRvcnpQUXZWZ1lXNVFXYnNDOXNPY3RtRElyRVFTWmVvOXlIblVxVmJmQ3B1ZVN5OW1OWGtRaENvRXZIT3NvR0pVU3VXa0RKY3c1YktoNG4?oc=5,뉴스1,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,“우리도 성과급 늘려 달라”…유통업계까지 번진 노사 갈등,https://news.google.com/rss/articles/CBMiRkFVX3lxTE9QVXcwaWFoWjJWU0VKYmdxQzVEbElWaFZZQjEzRmxjbDdhcGdqckZSQW1Ub1BuMkVxbExQUXlYcldtZ2Z3TEE?oc=5,v.daum.net,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,창사 이후 첫 파업한 카카오.. 29일 ‘로그오프 데이’ 예고,https://news.google.com/rss/articles/CBMiVEFVX3lxTE9scnhIYVQxYUtXSTRVU2U5TGxxQmtGNEhMMXVDcEtPNkFwVFFBZGJLRFpKTTZabnlLd29OOWVZWjAyLXg5Yk9xQ2haTmRlVVVFWGNvNQ?oc=5,outstanding.kr,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,‘영업이익 n% 성과급’ 막으려는 정부···뜻밖의 행동주의 주주 시대 열리나,https://news.google.com/rss/articles/CBMickFVX3lxTE1QbWJwcWZ0bkhfNWR1SmlJRFFpWnpEczdINUdtWnBZdkFvS3ZROThHUFpDeWQ5VTBMU1VyUnoyM2lPdlotbE8tM2QwUmN3RXEzd3FNZTJaSVNjU2Y2Z0NiYWlaMXlhaUJhd1AzbGU5X2JMZ9IBdkFVX3lxTE9KWUNPV1d6RURKSDNwZzVSMEJycHdoSmMxaGVWWThTN2ZXQU4zd3FwcW50cGZSMjFYcWh4cUxjNVR4dG1zcnNXYVRaQnNuc0hkdW52Y2tWcTE1YmpFcGVNdEdjNUpNbmZqQ2prVUlzM011UlhwM1E?oc=5,시사저널e,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
