id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v32_weak_non_digital_gov,v27_event_key,v26가드레일사유
1953,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"""한성숙, 네이버 때도 중기부 때도""…野 '보안 불감증' 공세",한성숙 네이버 때도 중기부 때도 보안 불감증 공세,네이트,네이트,"Tue, 23 Jun 2026 01:06:00 GMT","""한성숙, 네이버 때도 중기부 때도""…野 '보안 불감증' 공세 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE85UWVHVGZMTUJCaGE4RUpxWElBOG00R3BzWU1fMExIaG5YNG9nVEFLb085XzVfQ0RpRks0WlpmczIyVk1scXlSMllwS0ZEVmdlYWtr?oc=5,google_rss_네이버 조사 when:2d,202.0,20.5,"phishing_security,privacy_security_reliability",security_general,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,event:네이버:phishing_security+privacy_security_reliability,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,202.0,privacy_security_reliability,competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:한성숙 네이버 때도 중기부 때도 보안 불감증 공세,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:한성숙 네이버 때도 중기부 때도 보안 불감증 공세,comp_domestic_strategy,,,,
2406,경쟁사/해외이슈,경쟁사_해외이슈,구글,"스페이스X, 앤트로픽·구글 이어 리플렉션과 컴퓨팅 파워 공급 계약",스페이스x 앤트로픽 구글 이어 리플렉션과 컴퓨팅 파워 공급 계약,AI타임스,AI타임스,"Tue, 23 Jun 2026 08:23:36 GMT","스페이스X, 앤트로픽·구글 이어 리플렉션과 컴퓨팅 파워 공급 계약 AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTE96SWZMN202eEN1RndGeFZ3VG1NQzc1OGU2Y3k4cmlubXp2em9ZcmRMUnVBamxBQ2gxVUZkSXc2d2N4RXl4TkFLZmRISVR0Xzd3NUVaZElQOHJxbXMxajBfTnE2c3RZZHcwQXc?oc=5,google_rss_구글 when:2d,202.0,13.5,ai_infrastructure_security,ai_infrastructure_security,"구글,앤트로픽",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:google:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,202.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:google:anthropic_glasswing_security:general,global_incident:ai_security_policy:google:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:google:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:google:anthropic_glasswing_security,comp_overseas_platform_ai,,,,
2544,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,앤트로픽 '글래스윙' 닫힌 사이...오픈AI '데이브레이크' 확대,앤트로픽 글래스윙 닫힌 사이 오픈ai 데이브레이크 확대,한국일보,한국일보,"Tue, 23 Jun 2026 07:24:00 GMT",앤트로픽 '글래스윙' 닫힌 사이...오픈AI '데이브레이크' 확대 한국일보,https://news.google.com/rss/articles/CBMic0FVX3lxTFB6eTBDMGdwVVBJSzNyV3F2aksydnVzRDNYWV90cmVQRmtoVkt6MzdwbG8wR1BDdlgteGhWb2w2a1puaEcwVTRMSVdtTlY3MXlTX0lHSTZPZUFIdVBUVV9yd2k5bGJYQ0MtWmVDTlpzMDlDbXfSAXNBVV95cUxQenkwQzBncFVQSUszcldxdmpLMnZ1c0QzWFlfdHJlUEZraFZLejM3cGxvMEdQQ3ZYLXhoVm9sNmtabmhHMFU0TElXbU5WNzF5U19JR0k2T2VBSHVQVFVfcndpOWxiWENDLVplQ05aczA5Q213?oc=5,google_rss_오픈AI when:2d,202.0,13.5,ai_infrastructure_security,ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,202.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,,,
2148,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"LGU+, 중소·중견기업 고객센터 AI 도입 지원…블룸AI와 맞손",lgu+ 중소 중견기업 고객센터 ai 도입 지원 블룸ai와 맞손,헤럴드경제,헤럴드경제,"Wed, 24 Jun 2026 00:00:00 GMT","LGU+, 중소·중견기업 고객센터 AI 도입 지원…블룸AI와 맞손 헤럴드경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTE9OVjV0UWZRR3FhUW96N3JsTjlFa3dWbERpcV84amdVZkppVWFoSVJSaG5KYVlkdkUtWUljY1JnUXBxZzdWUEJ2VExXT0p1UUV5TGVzdF93?oc=5,google_rss_LGU+ when:2d,202.0,11.0,ai_infrastructure_security,ai_infrastructure_security,LGU+,,,,,,,general,24.0,published_today,business_change,event:LGU+:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,202.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:lgu+ 중소 중견기업 고객센터 ai 도입 지원 블룸ai와 맞손,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:lgu+ 중소 중견기업 고객센터 ai 도입 지원 블룸ai와 맞손,comp_domestic_ai_platform,,,,
724,정부/국회,정부_국회,공정거래위원회,"공정위, 쿠팡 'PB상품 단가 인하' 제재 앞두고 내놓은 30억 대 상생안 수용",공정위 쿠팡 pb상품 단가 인하 제재 앞두고 내놓은 30억 대 상생안 수용,MBC 뉴스,MBC 뉴스,"Tue, 23 Jun 2026 04:37:17 GMT","공정위, 쿠팡 'PB상품 단가 인하' 제재 앞두고 내놓은 30억 대 상생안 수용 MBC 뉴스",https://news.google.com/rss/articles/CBMidEFVX3lxTE5pcGd4aWZkS1cwdml5NG1Xc05GZW55cFVfWkRRZkJZMUFpZ01wdFlOUER6ZUJHOC04bFJSMWxtUy14T1dNUWlZRnM0M0U1TERDakNnY0NyQWxlQlBsZ05fd2FSbWRRZTdPNHlXcy1wYnB4N3lx0gF0QVVfeXFMTmlwZ3hpZmRLVzB2aXk0bVdzTkZlbnlwVV9aRFFmQlkxQWlnTXB0WU5QRHplQkc4LThsUlIxbG1TLXhPV01RaVlGczQzRTVMRENqQ2djQ3JBbGVCUGxnTl93YVJtZFFlN080eVdzLXBicHg3eXE?oc=5,google_rss_공정거래위원회 과징금 when:2d,201.6,132.5,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,"공정위,쿠팡",,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:platform_operator_obligation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,201.6,"legal_regulatory_enforcement,policy_legislation",government:platform_obligation,global_incident:platform_regulation:coupang:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:coupang:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:platform_operator_obligation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,COMP_DOMESTIC_DIRECT_RISK,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:coupang:platform_operator_obligation,comp_domestic_direct_risk,,,,
711,정부/국회,정부_국회,공정거래위원회,"‘하도급법 위반 혐의’ 쿠팡, 공정위 제재 대신 자진 시정한다 - 조선비즈",하도급법 위반 혐의 쿠팡 공정위 제재 대신 자진 시정한다,Chosunbiz,Chosunbiz,"Tue, 23 Jun 2026 03:03:38 GMT","‘하도급법 위반 혐의’ 쿠팡, 공정위 제재 대신 자진 시정한다 - 조선비즈 Chosunbiz",https://news.google.com/rss/articles/CBMihgFBVV95cUxNTFZTSUVlcjYtcjlvYWs4aWdNenJ5S2plWVo0d3ppRlhqQ0JXTm5OdE1RMC1CdXRqRG9WR1d1VUxlcFVFb2hRdklRYjdQbmhUQ0VrYjZZXy1iYzJaQ3RHQmZiRjg1d0x0VWJndFNqQ2RNcDZHQmIxRXREVldZQVZERk9FTWJ1QdIBmgFBVV95cUxONmtXczJYOThSQ0lKNTVrb19XTF9vUm12bTkyWkpjOTZ0bnI4STlDbi1kV0xLQ1ZmMXNjR09yYjVCZkV6RklDSkpxNmZtX1otNTZpSnNXbEdudTRBR0dWMFJ3ck5UZXduUXRXRFNsYkc1bTJKaW14X3duZ3NMRk9ialVhLUFJRzkyRTducFVSdWk5LVROS3VWYlZn?oc=5,google_rss_공정거래위원회 과징금 when:2d,201.6,132.5,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,"공정위,쿠팡",,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:platform_operator_obligation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,201.6,"legal_regulatory_enforcement,policy_legislation",government:platform_obligation,global_incident:platform_regulation:coupang:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:coupang:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:platform_operator_obligation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,COMP_DOMESTIC_DIRECT_RISK,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:coupang:platform_operator_obligation,comp_domestic_direct_risk,,,,
2431,경쟁사/해외이슈,경쟁사_해외이슈,구글,"구글 대표 AI인재들 잇따라 오픈AI, 앤트로픽으로",구글 대표 ai인재들 잇따라 오픈ai 앤트로픽으로,v.daum.net,v.daum.net,"Tue, 23 Jun 2026 01:00:00 GMT","구글 대표 AI인재들 잇따라 오픈AI, 앤트로픽으로 v.daum.net",https://news.google.com/rss/articles/CBMiVEFVX3lxTE9EVGNTS1BUZEF0U0E1YkFYYUlnRW9JNnF3U1Z4T0VNcWNieERrdEZoUWRkWkhpaGNVTmt3cEVtRVJXMzBjV1FzX0xDYXBIenhzaHdoUg?oc=5,google_rss_구글 when:2d,201.5,16.0,ai_infrastructure_security,ai_infrastructure_security,"구글,앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:google:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,201.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:google:anthropic_glasswing_security:general,global_incident:ai_security_policy:google:anthropic_glasswing_security,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:ai_security_policy:google:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:google:anthropic_glasswing_security,self_filler_reference,,,,
1789,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드-지멘스, 제조 AI 전환 협력…산업용 솔루션 공동 개발",네이버클라우드 지멘스 제조 ai 전환 협력 산업용 솔루션 공동 개발,연합인포맥스,연합인포맥스,"Wed, 24 Jun 2026 02:13:41 GMT","네이버클라우드-지멘스, 제조 AI 전환 협력…산업용 솔루션 공동 개발 연합인포맥스",https://news.google.com/rss/articles/CBMicEFVX3lxTE1fRWdTR2NUMktSNllZXzdydUNmb3BabHp5NnoxM3lWcTVMRHB6WlR1c0RlQkh5VmZ3NUJ4aWlBLXdIRGQyZ1BSMW1qVVRJcGlldG9DTDdIbHlpSUZONU1wX2h1TUJQQ0hoSXQwRXF4TEY?oc=5,google_rss_네이버 when:2d,201.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,201.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버클라우드 지멘스 제조 ai 전환 협력 산업용 솔루션 공동 개발,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버클라우드 지멘스 제조 ai 전환 협력 산업용 솔루션 공동 개발,comp_domestic_ai_platform,,,,
1843,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드·지멘스, 제조 현장에 AI 심는다",네이버클라우드 지멘스 제조 현장에 ai 심는다,네이트,네이트,"Wed, 24 Jun 2026 02:12:00 GMT","네이버클라우드·지멘스, 제조 현장에 AI 심는다 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTFBMNVJseVp0OXYwUFVkZUhUR2Zoc1FrbUMzak54Y3pUNnNzaEJkeVBKUW5wNUd0VEllYjkybVlvUUdSU0FYQ0F0N3hsdmZMbzdhekw0?oc=5,google_rss_네이버 when:2d,201.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,201.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버클라우드 지멘스 제조 현장에 ai 심는다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버클라우드 지멘스 제조 현장에 ai 심는다,comp_domestic_ai_platform,,,,
1803,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"“저작권 걱정 없이 숏애니 만드세요”…네이버웹툰, 2차 창작도구 ‘컷츠메이크’ 출시",저작권 걱정 없이 숏애니 만드세요 네이버웹툰 2차 창작도구 컷츠메이크 출시,v.daum.net,v.daum.net,"Wed, 24 Jun 2026 02:09:46 GMT","“저작권 걱정 없이 숏애니 만드세요”…네이버웹툰, 2차 창작도구 ‘컷츠메이크’ 출시 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE1sLW1pMVRNQ2VhOHhsd2tyNHFycXFXYWk4NW5NcU9kenFjaU1HNl9vU3lTTl9KVWJ6NDFDY1drRVZHcXR2RDlLeVRucGYxQ00?oc=5,google_rss_네이버 when:2d,201.5,13.5,copyright_ai,copyright_ai,네이버,,,,,,,general,24.0,published_today,general,event:네이버:copyright_ai,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,201.5,,,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:저작권 걱정 없이 숏애니 만드세요 네이버웹툰 2차 창작도구 컷츠메이크 출시,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,self_filler_reference:저작권 걱정 없이 숏애니 만드세요 네이버웹툰 2차 창작도구 컷츠메이크 출시,self_filler_reference,,,,
1821,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드-지멘스, 제조 산업 AI 전환 협력…“산업 현장 혁신 견인”",네이버클라우드 지멘스 제조 산업 ai 전환 협력 산업 현장 혁신 견인,인더뉴스,인더뉴스,"Wed, 24 Jun 2026 02:04:16 GMT","네이버클라우드-지멘스, 제조 산업 AI 전환 협력…“산업 현장 혁신 견인” 인더뉴스",https://news.google.com/rss/articles/CBMiZEFVX3lxTE5QTmREYzlJcDJZYXcxcUJGSG5WdVNGT1dRcG9ITUtyRk9mSEtnZlJSM0htS0J2bmJhZElyN2FjS0RSenFBS2drVUJCNlB0eUUwaUFoOTdfX2JpT0xNRXFlYkc3YWM?oc=5,google_rss_네이버 when:2d,201.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,201.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버클라우드 지멘스 제조 산업 ai 전환 협력 산업 현장 혁신 견인,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버클라우드 지멘스 제조 산업 ai 전환 협력 산업 현장 혁신 견인,comp_domestic_ai_platform,,,,
1846,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드-지멘스, 제조 현장 AI 전환 협력",네이버클라우드 지멘스 제조 현장 ai 전환 협력,웹이코노미,웹이코노미,"Wed, 24 Jun 2026 02:04:00 GMT","네이버클라우드-지멘스, 제조 현장 AI 전환 협력 웹이코노미",https://news.google.com/rss/articles/CBMickFVX3lxTE44X092SXM5Rmp2bW9JeS1JRmVoU09JWEgyalNsTl80MW5PUmNmMDlfZjR2Z2xkSWtBYU5pMXIwTm5zendFYml6UlV0Qm5qOFdWODJaU2lBRzdUMGNaMWlDU2ZLRUItNFhDRm12SHVURTVMQQ?oc=5,google_rss_네이버 when:2d,201.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,201.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버클라우드 지멘스 제조 현장 ai 전환 협력,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버클라우드 지멘스 제조 현장 ai 전환 협력,comp_domestic_ai_platform,,,,
